District Name,School Code,School Name,State Board Region,Grade Span
Wilson County Schools,980388,Stantonsburg Elementary,North Central,0K-05
Wilson County Schools,980392,Vinson-Bynum Elementary,North Central,0K-05
Wilson County Schools,980396,Wells Elementary,North Central,0K-05
Wilson County Schools,980397,Wilson Academy of Applied Technology,North Central,09-13
Wilson County Schools,980398,Wilson Early College Academy,North Central,09-13
Wilson County Schools,980500,Wilson Academy of Virtual Education,North Central,04-12
Yadkin County Schools,990304,Boonville Elementary,Piedmont-Triad,PK-12
Yadkin County Schools,990308,Courtney Elementary,Piedmont-Triad,PK-05
Yadkin County Schools,990312,East Bend Elementary,Piedmont-Triad,PK-05
Yadkin County Schools,990316,Fall Creek Elementary,Piedmont-Triad,PK-05
Yadkin County Schools,990320,Forbush Elementary,Piedmont-Triad,PK-05
Yadkin County Schools,990321,Forbush Middle,Piedmont-Triad,06-08
Yadkin County Schools,990322,Forbush High,Piedmont-Triad,08-12
Yadkin County Schools,990324,Jonesville Elementary,Piedmont-Triad,PK-05
Yadkin County Schools,990325,Starmount Middle,Piedmont-Triad,06-09
Yadkin County Schools,990326,Starmount High,Piedmont-Triad,08-12
Yadkin County Schools,990328,West Yadkin Elementary,Piedmont-Triad,PK-05
Yadkin County Schools,990332,Yadkin Early College,Piedmont-Triad,09-13
Yadkin County Schools,990336,Yadkinville Elementary,Piedmont-Triad,PK-08
Yadkin County Schools,990340,Yadkin Success Academy,Piedmont-Triad,0K-12
Yancey County Schools,995310,Blue Ridge Elementary,Northwest,PK-05
Yancey County Schools,995312,Burnsville Elementary,Northwest,PK-05
Yancey County Schools,995316,Cane River Middle,Northwest,06-08
Yancey County Schools,995324,East Yancey Middle,Northwest,06-08
Yancey County Schools,995328,Micaville Elementary,Northwest,0K-05
Yancey County Schools,995330,Mountain Heritage High,Northwest,PK-12
Yancey County Schools,995336,South Toe Elementary,Northwest,0K-05
Lab Schools,34Z000,Appalachian Academy at Middle Fork,Piedmont-Triad,0K-05
Lab Schools,41Z000,Aggie Academy,Piedmont-Triad,03-05
Lab Schools,50Z000,Catamount School,Western,06-08
Lab Schools,60Z000,Niner University Elementary,Southwest,0K-04
Lab Schools,65Z000,D.C. Virgo Preparatory Academy,Southeast,0K-08
Lab Schools,73Z000,Carolina Community Academy,North Central,0K-0K
Lab Schools,74Z000,ECU Community School,Northeast,0K-05
Lab Schools,79Z000,Moss Street Partnership School,Piedmont-Triad,0K-05
Lab Schools,86Z000,Appalachian State Univ Academy at Elkin,Piedmont-Triad,02-04
Regional Schools,94Z000,Northeast Regional School - Biotech/Agri,Northeast,09-13
Charter Schools,00A000,North Carolina Cyber Academy,Virtual,0K-12
Charter Schools,00B000,NC Virtual Academy,Virtual,0K-12
Charter Schools,01B000,River Mill Academy,Piedmont-Triad,0K-12
Charter Schools,01C000,Clover Garden,Piedmont-Triad,0K-12
Charter Schools,01D000,The Hawbridge School,Piedmont-Triad,0K-12
Charter Schools,01F000,Alamance Community School,Piedmont-Triad,0K-05
Charter Schools,06B000,Marjorie Williams Academy,Northwest,0K-12
Charter Schools,07A000,Washington Montessori,Northeast,0K-12
Charter Schools,09A000,Paul R. Brown Leadership Academy,Sandhills,06-12
Charter Schools,09B000,Emereau Bladen,Sandhills,0K-08
Charter Schools,10A000,Classical Charter Schools of Leland,Southeast,0K-08
Charter Schools,10B000,Classical Charter Schools of Southport,Southeast,0K-07
Charter Schools,11A000,Evergreen Community Charter,Western,0K-08
Charter Schools,11B000,ArtSpace Charter School,Western,0K-08
Charter Schools,11C000,IC Imagine,Western,0K-12
Charter Schools,11D000,The Franklin School of Innovation,Western,05-12
Charter Schools,11F000,Asheville PEAK Academy,Western,0K-03
Charter Schools,11K000,Francine Delany New School,Western,0K-08
Charter Schools,12A000,New Dimensions,Northwest,0K-08
Charter Schools,13A000,Carolina International School,Southwest,0K-12
Charter Schools,13B000,Cabarrus Charter Academy,Southwest,0K-12
Charter Schools,13C000,A.C.E. Academy,Southwest,0K-08
Charter Schools,13D000,Concord Lake STEAM Academy,Southwest,0K-08
Charter Schools,14B000,Oak Hill Charter School,Northwest,0K-07
Charter Schools,16B000,Tiller School,Southeast,0K-05
Charter Schools,19A000,Chatham Charter,North Central,0K-12
Charter Schools,19B000,Woods Charter,North Central,0K-12
Charter Schools,19C000,Willow Oak Montessori,North Central,0K-08
Charter Schools,23A000,Pinnacle Classical Academy,Southwest,0K-12
Charter Schools,24B000,Thomas Academy,Sandhills,06-12
Charter Schools,24N000,Classical Charter Schools of Whiteville,Sandhills,0K-08
Charter Schools,26B000,Alpha Academy,Sandhills,0K-12
Charter Schools,26C000,The Capitol Encore Academy,Sandhills,0K-10
Charter Schools,27A000,Water's Edge Village School,Northeast,0K-08
Charter Schools,29A000,Davidson Charter Academy,Piedmont-Triad,0K-08
Charter Schools,32A000,Maureen Joy Charter School,North Central,0K-08
Charter Schools,32B000,Durham Charter School,North Central,0K-09
Charter Schools,32C000,Community School of Digital & Visual Art,North Central,0K-08
Charter Schools,32D000,Kestrel Heights School,North Central,0K-08
Charter Schools,32H000,Research Triangle Charter,North Central,0K-08
Charter Schools,32K000,Central Park School For Children,North Central,0K-08
Charter Schools,32L000,Voyager Academy,North Central,0K-12
Charter Schools,32M000,Global Scholars Academy,North Central,0K-08
Charter Schools,32N000,Research Triangle High School,North Central,09-12
Charter Schools,32P000,The Institute Development Young Leaders,North Central,0K-08
Charter Schools,32Q000,Reaching All Minds Academy,North Central,0K-08
Charter Schools,32R000,Excelsior Classical Academy,North Central,0K-11
Charter Schools,32S000,KIPP Durham College Preparatory,North Central,0K-08
Charter Schools,32T000,Discovery Charter,North Central,06-09
Charter Schools,33A000,North East Carolina Prep,North Central,PK-12
Charter Schools,34B000,Quality Education Academy,Piedmont-Triad,0K-12
Charter Schools,34D000,Carter G. Woodson School,Piedmont-Triad,0K-12
Charter Schools,34F000,Forsyth Academy,Piedmont-Triad,0K-08
Charter Schools,34G000,The Arts Based School,Piedmont-Triad,0K-08
Charter Schools,34H000,NC Leadership Charter Academy,Piedmont-Triad,0K-12
Charter Schools,35A000,Crosscreek Charter School,North Central,0K-08
Charter Schools,35B000,Youngsville Academy,North Central,0K-09
Charter Schools,35C000,Wake Preparatory Academy,North Central,0K-12
Charter Schools,36B000,Piedmont Community Charter School,Southwest,0K-12
Charter Schools,36C000,Mountain Island Charter School,Southwest,0K-12
Charter Schools,36F000,Ridgeview Charter School,Southwest,0K-07
Charter Schools,36G000,Community Public Charter,Southwest,0K-08
Charter Schools,39A000,Falls Lake Academy,North Central,0K-12
Charter Schools,39B000,Oxford Preparatory,North Central,0K-12
Charter Schools,41B000,Greensboro Academy,Piedmont-Triad,0K-08
Charter Schools,41C000,Guilford Preparatory Academy,Piedmont-Triad,0K-08
Charter Schools,41D000,"Phoenix Academy - Primary, Elem, Upper",Piedmont-Triad,0K-11
Charter Schools,41F000,Triad Math and Science Academy,Piedmont-Triad,0K-12
Charter Schools,41G000,Cornerstone Charter Academy-CFA,Piedmont-Triad,0K-12
Charter Schools,41H000,College Prep and Leadership Academy,Piedmont-Triad,0K-12
Charter Schools,41J000,Summerfield Charter Academy,Piedmont-Triad,0K-08
Charter Schools,41K000,Piedmont Classical High School,Piedmont-Triad,09-12
Charter Schools,41L000,Gate City Charter,Piedmont-Triad,0K-08
Charter Schools,41M000,Next Generation Academy,Piedmont-Triad,0K-06
Charter Schools,41N000,The Experiential School of Greensboro,Piedmont-Triad,0K-08
Charter Schools,41Q000,Revolution Academy,Piedmont-Triad,0K-08
Charter Schools,41R000,Summit Creek Academy,Piedmont-Triad,0K-06
Charter Schools,42A000,KIPP Halifax College Preparatory,Northeast,0K-08
Charter Schools,42B000,Hobgood Charter School,Northeast,0K-11
Charter Schools,43C000,Anderson Creek Academy,North Central,0K-05
Charter Schools,43D000,Achievement Charter Academy,North Central,0K-06
Charter Schools,44A000,Shining Rock Classical Academy,Western,0K-10
Charter Schools,45A000,The Mountain Community Sch,Western,0K-08
Charter Schools,45B000,FernLeaf,Western,0K-09
Charter Schools,49B000,American Renaissance School,Southwest,0K-08
Charter Schools,49D000,Success Institute Charter,Southwest,0K-08
Charter Schools,49E000,Pine Lake Preparatory,Southwest,0K-12
Charter Schools,49F000,Langtree Charter Academy,Southwest,0K-12
Charter Schools,49G000,Iredell Charter Academy,Southwest,0K-08
Charter Schools,50A000,Summit Charter,Western,0K-12
Charter Schools,51A000,Neuse Charter School,North Central,0K-12
Charter Schools,51B000,Johnston Charter Academy,North Central,0K-08
Charter Schools,51C000,American Leadership Academy - Johnston,North Central,0K-10
Charter Schools,53B000,Ascend Leadership Academy Lee County,North Central,06-12
Charter Schools,53C000,MINA Charter School of Lee County,North Central,0K-07
Charter Schools,53D000,Central Carolina Academy,North Central,06-10
Charter Schools,54A000,Children's Village Academy,Southeast,0K-08
Charter Schools,55A000,Lincoln Charter School,Southwest,0K-12
Charter Schools,55B000,West Lake Preparatory Academy,Southwest,0K-08
Charter Schools,58B000,Bear Grass Charter School,Northeast,06-12
Charter Schools,60B000,Sugar Creek Charter,Southwest,0K-12
Charter Schools,60D000,Lake Norman Charter,Southwest,0K-12
Charter Schools,60F000,Metrolina Reg Scholars Academy,Southwest,0K-08
Charter Schools,60G000,Queen's Grant Community School,Southwest,0K-12
Charter Schools,60I000,Community School of Davidson,Southwest,0K-12
Charter Schools,60J000,Socrates Academy,Southwest,0K-10
Charter Schools,60K000,Charlotte Secondary,Southwest,06-12
Charter Schools,60L000,KIPP Charlotte,Southwest,0K-08
Charter Schools,60M000,Corvian Community School,Southwest,0K-12
Charter Schools,60N000,Aristotle Preparatory Academy,Southwest,0K-08
Charter Schools,60P000,Eastside STREAM Academy,Southwest,0K-08
Charter Schools,60Q000,Invest Collegiate Transform,Southwest,0K-12
Charter Schools,60S000,Bradford Preparatory School,Southwest,0K-12
Charter Schools,60U000,Commonwealth High,Southwest,09-12
Charter Schools,60Y000,Pioneer Springs Community School,Southwest,0K-11
Charter Schools,61J000,Lakeside Charter Academy,Southwest,0K-08
Charter Schools,61K000,United Community School,Southwest,0K-08
Charter Schools,61L000,Stewart Creek High,Southwest,09-12
Charter Schools,61M000,Charlotte Lab School,Southwest,0K-11
Charter Schools,61N000,TMSA Charlotte,Southwest,0K-12
Charter Schools,61P000,"VERITAS Community School, CFA",Southwest,0K-08
Charter Schools,61Q000,Mallard Creek STEM Academy,Southwest,0K-08
Charter Schools,61R000,Matthews Charter Academy,Southwest,0K-08
Charter Schools,61S000,Unity Classical Charter School,Southwest,0K-07
Charter Schools,61T000,Movement Charter School,Southwest,0K-07
Charter Schools,61V000,Bonnie Cone Classical Academy,Southwest,0K-08
Charter Schools,61W000,East Voyager Academy of Charlotte,Southwest,0K-08
Charter Schools,61X000,Jackson Day School,Southwest,0K-12
Charter Schools,61Y000,Steele Creek Preparatory Academy,Southwest,0K-08
Charter Schools,62A000,Tillery Charter Academy,Sandhills,0K-05
Charter Schools,62J000,Southwest Charlotte STEM Academy,Southwest,0K-08
Charter Schools,62K000,Movement School Eastland,Sandhills,0K-03
Charter Schools,62L000,Telra Institute,Sandhills,0K-07
Charter Schools,62P000,Movement School Southwest,Sandhills,0K-01
Charter Schools,63A000,The Academy of Moore County,Sandhills,0K-05
Charter Schools,63B000,STARS Charter,Sandhills,0K-12
Charter Schools,63C000,Moore Montessori Community School,Sandhills,0K-06
Charter Schools,64A000,Rocky Mount Preparatory,North Central,0K-12
Charter Schools,65A000,Cape Fear Center for Inquiry,Southeast,0K-08
Charter Schools,65B000,Wilmington Preparatory Academy,Southeast,0K-08
Charter Schools,65C000,Classical Charter Schools of Wilmington,Southeast,0K-05
Charter Schools,65D000,Island Montessori Charter School,Southeast,0K-08
Charter Schools,65F000,American Leadership Academy-Coastal,Southeast,0K-09
Charter Schools,65G000,Girls Leadership Academy of Wilmington,Southeast,06-12
Charter Schools,65H000,Wilmington School of the Arts,Southeast,0K-05
Charter Schools,66A000,KIPP Gaston College Preparatory,Northeast,0K-12
Charter Schools,67B000,Z.E.C.A. School of Arts and Technology,Southeast,0K-08
Charter Schools,68A000,Eno River Academy,North Central,0K-12
Charter Schools,68C000,The Expedition School,North Central,0K-08
Charter Schools,69A000,Arapahoe Charter School,Southeast,0K-12
Charter Schools,70A000,Northeast Academy of Aerospace & AdvTech,Northeast,05-12
Charter Schools,73A000,Bethel Hill Charter,North Central,0K-05
Charter Schools,73B000,Roxboro Community School,North Central,06-12
Charter Schools,74C000,Winterville Charter Academy,Northeast,0K-08
Charter Schools,76A000,Uwharrie Charter Academy,Piedmont-Triad,0K-12
Charter Schools,78A000,CIS Academy,Sandhills,06-08
Charter Schools,78B000,Southeastern Academy,Sandhills,0K-08
Charter Schools,78C000,Old Main STREAM Academy,Sandhills,0K-05
Charter Schools,79A000,Bethany Community School,Piedmont-Triad,06-12
Charter Schools,80C000,Faith Academy Charter School,Southwest,0K-08
Charter Schools,81A000,Thomas Jefferson Class Academy,Western,0K-12
Charter Schools,81B000,Lake Lure Classical Academy,Western,0K-12
Charter Schools,84B000,Gray Stone Day,Southwest,06-12
Charter Schools,86T000,Millennium Charter Academy,Piedmont-Triad,0K-12
Charter Schools,87A000,Mountain Discovery,Western,0K-08
Charter Schools,88A000,Brevard Academy,Western,0K-08
Charter Schools,90A000,Union Academy,Southwest,0K-12
Charter Schools,90B000,Union Day School,Southwest,0K-09
Charter Schools,90C000,Union Prep Academy at Indian Trail,Southwest,0K-09
